Entity Name,Fiscal Year,Total Revenues,Estimated Population,Revenues Per Capita
Los Alamitos,2015,14775978,11779,1254
Los Alamitos,2014,13195734,11729,1125
Los Alamitos,2013,12660481,11626,1089
Los Alamitos,2012,11450784,11557,991
Los Alamitos,2011,12205561,11474,1064
Los Alamitos,2010,12050159,12270,982
Los Alamitos,2009,12539115,12217,1026
Los Alamitos,2008,13087788,12191,1074
Los Alamitos,2007,11944465,12146,983
Los Alamitos,2006,15798108,12004,1316
Los Alamitos,2005,12239208,12003,1020
Los Alamitos,2004,10468858,11933,877
Los Alamitos,2003,12722501,11817,1077
Los Altos,2019,57463937,31190,1842
Los Altos,2018,53411743,31361,1703
Los Altos,2017,50863149,31402,1620
Los Altos,2016,48765263,31353,1555
Los Altos,2015,46204503,30036,1538
Los Altos,2014,47630502,29969,1589
Los Altos,2013,43811921,29792,1471
Los Altos,2012,40559754,29460,1377
Los Altos,2011,36959656,29176,1267
Los Altos,2010,37223642,28863,1290
Los Altos,2009,36977692,28458,1299
Los Altos,2008,45666717,28291,1614
Los Altos,2007,35396719,28104,1259
Los Altos,2006,32292935,27608,1170
Los Altos,2005,29341524,27614,1063
Los Altos,2004,28388546,27512,1032
Los Altos,2003,24185913,27722,872
Los Altos Hills,2019,16800340,8785,1912
Los Altos Hills,2018,15986557,8568,1866
Los Altos Hills,2017,13618429,8634,1577
Los Altos Hills,2016,12123746,8658,1400
Los Altos Hills,2015,13360557,8341,1602
Los Altos Hills,2014,11122677,8354,1331
Los Altos Hills,2013,10119375,8264,1225
Los Altos Hills,2012,8965078,8027,1117
Los Altos Hills,2011,9460965,7980,1186
Los Altos Hills,2010,10074345,9042,1114
Los Altos Hills,2009,10968191,8889,1234
Los Altos Hills,2008,13239141,8837,1498
Los Altos Hills,2007,9035211,8607,1050
Los Altos Hills,2006,8647038,8482,1019
Los Altos Hills,2005,9803619,8452,1160
Los Altos Hills,2004,7513106,8355,899
Los Altos Hills,2003,6976235,8229,848
Los Angeles,2019,17466328462,4040079,4323
Los Angeles,2018,15809336626,4054400,3899
Los Angeles,2017,15058007673,4041707,3726
Los Angeles,2016,17104427703,4030904,4243
Los Angeles,2015,16808581771,3957022,4248
Los Angeles,2014,15758275978,3904657,4036
Los Angeles,2013,15293140048,3863839,3958
Los Angeles,2012,13297599213,3825297,3476
Los Angeles,2011,15350476263,3810129,4029
Los Angeles,2010,16275207675,4094764,3975
Los Angeles,2009,14137328570,4065585,3477
Los Angeles,2008,13170759664,4045873,3255
Los Angeles,2007,12312296434,4018080,3064
Los Angeles,2006,12322309719,3976071,3099
Los Angeles,2005,10743389655,3957875,2714
Los Angeles,2004,10098911272,3912244,2581
Los Angeles,2003,10491105996,3864360,2715
Los Banos,2019,59316785,41898,1416
Los Banos,2018,56677697,40986,1383
Los Banos,2017,51334983,39993,1284
Los Banos,2016,44164924,39359,1122
Los Banos,2015,38246460,37145,1030
Los Banos,2014,36986627,37168,995
Los Banos,2013,34518614,37017,933
Los Banos,2012,31158795,36546,853
Los Banos,2011,33218878,36525,909
Los Banos,2010,36311596,36421,997
Los Banos,2009,41286978,36198,1141
Los Banos,2008,40718336,36052,1129
Los Banos,2007,40351589,35211,1146
Los Banos,2006,58827056,34223,1719
Los Banos,2005,44412886,32380,1372
Los Banos,2004,35101643,30626,1146
Los Banos,2003,26029962,29139,893
Los Gatos,2019,51214203,30988,1653
Los Gatos,2018,49799685,30601,1627
Los Gatos,2017,46676687,31314,1491
Los Gatos,2016,38891129,31376,1240
Los Gatos,2015,43243688,30505,1418
Los Gatos,2014,40683512,30532,1332
Los Gatos,2013,41851063,30247,1384
Los Gatos,2012,35566167,29854,1191
Los Gatos,2011,35312778,29651,1191
Los Gatos,2010,50773160,30802,1648
Los Gatos,2009,39463199,30497,1294
Los Gatos,2008,35111318,30296,1159
Los Gatos,2007,34668904,29407,1179
Los Gatos,2006,33827846,28989,1167
Los Gatos,2005,29227240,28976,1009
Los Gatos,2004,25818737,28750,898
Los Gatos,2003,26221022,28910,907
Loyalton,2019,1441781,744,1938
Loyalton,2018,1440367,757,1903
Loyalton,2017,2992333,766,3906
Loyalton,2016,949646,772,1230
Loyalton,2015,1172661,733,1600
Loyalton,2014,973409,729,1335
Loyalton,2013,1098189,746,1472
Loyalton,2012,1253935,743,1688
Loyalton,2011,2135766,770,2774
Loyalton,2010,4908515,825,5950
Loyalton,2009,1241205,842,1474
Loyalton,2008,1218098,851,1431
Loyalton,2007,859492,878,979
Loyalton,2005,675772,888,761
Loyalton,2003,842714,856,984
Lynwood,2019,77796694,71343,1090
Lynwood,2018,66608450,72015,925
Lynwood,2017,50874969,71997,707
Lynwood,2016,46109466,72505,636
Lynwood,2015,44154742,71381,619
Lynwood,2014,43751477,70980,616
Lynwood,2013,60076154,70645,850
Lynwood,2012,54833144,69897,784
Lynwood,2011,64166617,69970,917
Lynwood,2010,50915214,73295,695
Lynwood,2009,58469033,73174,799
Lynwood,2008,52697691,73147,720
Lynwood,2007,50343645,73171,688
Lynwood,2006,40228585,73044,551
Lynwood,2005,38742324,73212,529
Lynwood,2004,43729232,72958,599
Lynwood,2003,53404313,72605,736
Madera,2019,81237639,66419,1223
Madera,2018,70043850,66225,1058
Madera,2017,61892077,66082,937
Madera,2016,58376910,65474,892
Madera,2015,55055475,63961,861
Madera,2014,67993572,63008,1079
Madera,2013,55356849,63040,878
Madera,2012,63200226,62514,1011
Madera,2011,52760145,61879,853
Madera,2010,45898815,58243,788
Madera,2009,56985187,57318,994
Madera,2008,59351512,56710,1047
Madera,2007,48895586,55780,877
Madera,2006,62354947,52584,1186
Madera,2005,46521032,50842,915
Madera,2004,36802918,48366,761
Madera,2003,39560870,46995,842
Malibu,2019,51110824,12046,4243
Malibu,2018,39601157,12957,3056
Malibu,2017,35542123,12742,2789
Malibu,2016,52715081,12706,4149
Malibu,2015,40915165,12935,3163
Malibu,2014,32114887,12865,2496
Malibu,2013,29033176,12767,2274
Malibu,2012,30100874,12699,2370
Malibu,2011,30181942,12683,2380
Malibu,2010,55610127,13765,4040
Malibu,2009,51360222,13712,3746
Malibu,2008,31164550,13700,2275
Malibu,2007,31619850,13748,2300
Malibu,2006,48740433,13662,3568
Malibu,2005,18958978,13704,1383
Malibu,2004,17726156,13555,1308
Malibu,2003,18014066,13317,1353
Mammoth Lakes,2019,49946301,8004,6240
Mammoth Lakes,2018,44552729,8316,5357
Mammoth Lakes,2017,43359475,8002,5419
Mammoth Lakes,2016,39076247,8024,4870
Mammoth Lakes,2015,31902721,8410,3793
Mammoth Lakes,2014,29633458,8098,3659
Mammoth Lakes,2013,24629397,8307,2965
Mammoth Lakes,2012,29095561,8257,3524
Mammoth Lakes,2011,24857766,8286,3000
Mammoth Lakes,2010,28213854,7299,3865
Mammoth Lakes,2009,35598229,7254,4907
Mammoth Lakes,2008,34387775,7413,4639
Mammoth Lakes,2007,34447326,7560,4557
Mammoth Lakes,2006,35764933,7717,4635
Mammoth Lakes,2005,28645103,7617,3761
Mammoth Lakes,2004,26555891,7472,3554
Mammoth Lakes,2003,21596543,7460,2895
Manhattan Beach,2019,127521749,35922,3550
Manhattan Beach,2018,120475790,35991,3347
Manhattan Beach,2017,114490265,35488,3226
Manhattan Beach,2016,100448145,35297,2846
Manhattan Beach,2015,96733616,35763,2705
Manhattan Beach,2014,93909210,35619,2636
Manhattan Beach,2013,113788528,35423,3212
Manhattan Beach,2012,83389385,35239,2366
Manhattan Beach,2011,76354237,35248,2166
Manhattan Beach,2010,71342879,36773,1940
Manhattan Beach,2009,70878167,36718,1930
Manhattan Beach,2008,71694186,36505,1964
Manhattan Beach,2007,86101778,36573,2354
Manhattan Beach,2006,70378022,36503,1928
Manhattan Beach,2005,76443700,36843,2075
Manhattan Beach,2004,57915674,36577,1583
Manhattan Beach,2003,68551781,36286,1889
Manteca,2019,156942751,83781,1873
Manteca,2018,151013832,81345,1856
Manteca,2017,125675354,76247,1648
Manteca,2016,136830528,73841,1853
Manteca,2015,105418707,73787,1429
Manteca,2014,110115962,72880,1511
Manteca,2013,159095107,71164,2236
Manteca,2012,96874651,69815,1388
Manteca,2011,104011035,68410,1520
Manteca,2010,88164719,68847,1281
Manteca,2009,115987272,67754,1712
Manteca,2008,118961183,66451,1790
Manteca,2007,124168481,65076,1908
Manteca,2006,102073315,63703,1602
Manteca,2005,86867252,61927,1403
Manteca,2004,156464535,59705,2621
Manteca,2003,64533049,57200,1128
Maricopa,2019,784109,1240,632
Maricopa,2018,924295,1156,800
Maricopa,2017,2249691,1140,1973
Maricopa,2016,624555,1140,548
Maricopa,2015,1327002,1169,1135
Maricopa,2014,1126537,1180,955
Maricopa,2013,818869,1165,703
Maricopa,2012,931606,1163,801
Maricopa,2011,862281,1161,743
Maricopa,2010,711454,1153,617
Maricopa,2009,1088089,1140,954
Maricopa,2008,702942,1132,621
Maricopa,2007,873651,1135,770
Maricopa,2006,640782,1137,564
Maricopa,2005,594503,1147,518
Maricopa,2004,551666,1139,484
Maricopa,2003,779518,1127,692
Marina,2019,44000863,22957,1917
Marina,2018,40980878,22424,1828
Marina,2017,38672988,18840,2053
Marina,2016,72461985,20982,3454
Marina,2015,37220546,20872,1783
Marina,2014,27396247,22956,1193
Marina,2013,23473881,22761,1031
Marina,2012,24103380,22684,1063
Marina,2011,23457818,19808,1184
Marina,2010,17850166,19445,918
Marina,2009,21626664,19265,1123
Marina,2008,22694574,19171,1184
Marina,2007,44479357,18958,2346
Marina,2006,15869365,21658,733
Marina,2005,23785669,21827,1090
Marina,2004,13425660,21949,612
Marina,2003,15305048,22507,680
Martinez,2019,54442123,38490,1414
Martinez,2018,50241333,38097,1319
Martinez,2017,42345726,37658,1124
Martinez,2016,40491852,37057,1093
Martinez,2015,40893409,37384,1094
Martinez,2014,42718681,36842,1160
Martinez,2013,36943715,36578,1010
Martinez,2012,53650526,36225,1481
Martinez,2011,36821584,35958,1024
Martinez,2010,34151432,36663,931
Martinez,2009,61066951,36348,1680
Martinez,2008,40009774,36144,1107
Martinez,2007,35972250,36179,994
Martinez,2006,34905028,36582,954
Martinez,2005,30788060,36818,836
Martinez,2004,27344174,36805,743
Martinez,2003,27257726,36892,739
Marysville,2019,15515542,12627,1229
Marysville,2018,13530336,11883,1139
Marysville,2017,11674876,11973,975
Marysville,2016,10587192,12010,882
Marysville,2015,11002730,12051,913
Marysville,2014,9747255,12266,795
Marysville,2013,11181415,12250,913
Marysville,2012,10318663,12104,853
Marysville,2011,10290501,12233,841
Marysville,2010,10204704,12867,793
Marysville,2009,10084566,12838,786
Marysville,2008,11169053,12719,878
Marysville,2007,11520844,12713,906
Marysville,2006,11177383,12591,888
Marysville,2005,8510529,12628,674
Marysville,2004,8140914,12821,635
Marysville,2003,9536911,12512,762
Maywood,2019,16310372,27971,583
Maywood,2018,13986184,28044,499
Maywood,2017,10855220,28016,387
Maywood,2016,12048026,28219,427
Maywood,2015,10716142,27884,384
Maywood,2014,10292281,27758,371
Maywood,2013,9228259,27610,334
Maywood,2012,8979812,27472,327
Maywood,2011,8694703,27481,316
Maywood,2010,12581094,30034,419
Maywood,2009,14942462,29984,498
Maywood,2008,13904120,29971,464
Maywood,2007,13076858,29957,437
Maywood,2006,11272826,29543,382
Maywood,2005,10716593,29596,362
Maywood,2004,8527352,29386,290
Maywood,2003,8375291,29146,287
McFarland,2019,28710409,15242,1884
McFarland,2018,25704531,15105,1702
McFarland,2017,13652476,14919,915
McFarland,2016,14947682,14658,1020
McFarland,2015,13841829,14037,986
McFarland,2014,11225619,13745,817
McFarland,2013,10854032,12577,863
McFarland,2012,10628006,12333,862
McFarland,2011,16662503,12739,1308
McFarland,2010,9585295,13942,688
McFarland,2009,8244440,13559,608
McFarland,2008,7346174,13390,549
McFarland,2007,8832415,12686,696
McFarland,2006,5013347,12538,400
McFarland,2004,4927530,11147,442
McFarland,2003,3883639,10638,365
Mendota,2019,9946936,12315,808
Mendota,2018,9878184,12051,820
Mendota,2017,9075815,11828,767
Mendota,2016,7697977,11763,654
Mendota,2015,7198110,11211,642
Mendota,2014,8021573,11225,715
Mendota,2013,8841541,11178,791
Mendota,2012,7881269,11167,706
Mendota,2011,7927746,11081,715
Mendota,2010,7863966,9966,789
Mendota,2009,8771179,9870,889
Mendota,2008,7182903,9787,734
Mendota,2007,9487886,9426,1007
Mendota,2006,7420156,8777,845
Mendota,2005,5551582,8739,635
Mendota,2004,6935703,8656,801
Mendota,2003,7926897,8163,971
Menifee,2019,88732376,93452,949
Menifee,2018,75407646,91902,821
Menifee,2017,49728435,90660,549
Menifee,2016,44166379,89004,496
Menifee,2015,46149208,85385,540
Menifee,2014,39590826,83716,473
Menifee,2013,38602495,82292,469
Menifee,2012,48443759,80589,601
Menifee,2011,32709815,79444,412
Menifee,2010,32086347,68905,466
Menifee,2009,20109543,67705,297
Menlo Park,2019,111262340,35790,3109
Menlo Park,2018,104809692,35268,2972
Menlo Park,2017,83316748,35670,2336
Menlo Park,2016,74444839,33863,2198
Menlo Park,2015,67247213,33273,2021
Menlo Park,2014,67224101,32896,2044
Menlo Park,2013,62123273,32679,1901
Menlo Park,2012,65741855,32513,2022
Menlo Park,2011,81810140,32319,2531
Menlo Park,2010,58990058,32185,1833
Menlo Park,2009,53118542,31865,1667
Menlo Park,2008,56717983,31490,1801
Menlo Park,2007,54172905,31146,1739
Menlo Park,2006,43798104,30750,1424
Menlo Park,2005,39704891,30648,1296
Menlo Park,2004,36395270,30392,1198
Menlo Park,2003,39544869,30798,1284
Merced,2019,169480715,87110,1946
Merced,2018,148250775,86750,1709
Merced,2017,130577581,84464,1546
Merced,2016,105621501,83962,1258
Merced,2015,99470237,81722,1217
Merced,2014,99618719,81130,1228
Merced,2013,101078705,80599,1254
Merced,2012,106849061,79328,1347
Merced,2011,105319264,79259,1329
Merced,2010,111081846,80985,1372
Merced,2009,102300886,80542,1270
Merced,2008,108783005,80608,1350
Merced,2007,117663106,79715,1476
Merced,2006,135650980,76225,1780
Merced,2005,106994700,73610,1454
Merced,2004,104628770,69805,1499
Merced,2003,74859983,67610,1107
Mill Valley,2019,47861532,14675,3261
Mill Valley,2018,50224669,14963,3357
Mill Valley,2017,47967261,14910,3217
Mill Valley,2016,39950413,14880,2685
Mill Valley,2015,38011475,14439,2633
Mill Valley,2014,35602401,14257,2497
Mill Valley,2013,39385720,14147,2784
Mill Valley,2012,34934925,14172,2465
Mill Valley,2011,29790578,14064,2118
Mill Valley,2010,30527724,14144,2158
Mill Valley,2009,28611463,14006,2043
Mill Valley,2008,36485079,13925,2620
Mill Valley,2007,28358210,13822,2052
Mill Valley,2006,25480634,13735,1855
Mill Valley,2005,24540087,13686,1793
Mill Valley,2004,21958793,13617,1613
Mill Valley,2003,20897616,13658,1530
Millbrae,2019,65774180,23154,2841
Millbrae,2018,58728387,22854,2570
Millbrae,2017,53355483,23168,2303
Millbrae,2016,48823134,23136,2110
Millbrae,2015,44630856,22898,1949
Millbrae,2014,43086116,22605,1906
Millbrae,2013,39485850,22228,1776
Millbrae,2012,51547922,22069,2336
Millbrae,2011,54661472,21714,2517
Millbrae,2010,35444486,21968,1613
Millbrae,2009,44728730,21536,2077
Millbrae,2008,31322525,21387,1465
Millbrae,2007,31590106,20965,1507
Millbrae,2006,26442471,20735,1275
Millbrae,2005,29480761,20708,1424
Millbrae,2004,25144499,20464,1229
Millbrae,2003,23707494,20714,1145
Milpitas,2019,216026300,76231,2834
Milpitas,2018,189377374,74865,2530
Milpitas,2017,172958945,75410,2294
Milpitas,2016,161941706,75521,2144
Milpitas,2015,135355013,72606,1864
Milpitas,2014,134314766,70092,1916
Milpitas,2013,114364889,67894,1684
Milpitas,2012,108110368,66966,1614
Milpitas,2011,94169561,67476,1396
Milpitas,2010,94121506,71552,1315
Milpitas,2009,93521421,70817,1321
Milpitas,2008,98670590,69419,1421
Milpitas,2007,116952583,66568,1757
Milpitas,2006,93973446,65276,1440
Milpitas,2005,79213756,64998,1219
Milpitas,2004,70224780,64629,1087
Milpitas,2003,72963039,65049,1122
Mission Viejo,2019,79893292,96434,828
Mission Viejo,2018,72704700,95987,757
Mission Viejo,2017,77647760,96718,803
Mission Viejo,2016,72308240,96701,748
Mission Viejo,2015,68632220,96652,710
Mission Viejo,2014,71170336,95334,747
Mission Viejo,2013,66423502,94824,700
Mission Viejo,2012,65452889,94196,695
Mission Viejo,2011,66877858,93483,715
Mission Viejo,2010,64718091,100725,643
Mission Viejo,2009,69105812,100242,689
Mission Viejo,2008,71861872,98572,729
Mission Viejo,2007,71351188,98483,725
Mission Viejo,2006,67504228,97997,689
Mission Viejo,2005,59705708,98197,608
Mission Viejo,2004,54602968,97752,559
Mission Viejo,2003,54869122,98943,555
Modesto,2019,451188274,215201,2097
Modesto,2018,408852409,215692,1896
Modesto,2017,363750067,215080,1691
Modesto,2016,324713211,211903,1532
Modesto,2015,350740560,209186,1677
Modesto,2014,334919758,206785,1620
Modesto,2013,299722077,205987,1455
Modesto,2012,281409950,203085,1386
Modesto,2011,298241378,202290,1474
Modesto,2010,264578595,211536,1251
Modesto,2009,269427157,210088,1282
Modesto,2008,308542159,209936,1470
Modesto,2007,340755917,209174,1629
Modesto,2006,301507982,208107,1449
Modesto,2005,258275633,207634,1244
Modesto,2004,238330494,206188,1156
Modesto,2003,227252016,203294,1118
Monrovia,2019,84474263,38529,2192
Monrovia,2018,78053880,38787,2012
Monrovia,2017,72953906,38514,1894
Monrovia,2016,126637624,37531,3374
Monrovia,2015,71963271,37406,1924
Monrovia,2014,55654857,37162,1498
Monrovia,2013,71490028,36943,1935
Monrovia,2012,54690248,36727,1489
Monrovia,2011,64735580,36686,1765
Monrovia,2010,49794730,39984,1245
Monrovia,2009,52473654,39531,1327
Monrovia,2008,70029854,39327,1781
Monrovia,2007,47722572,39309,1214
Monrovia,2006,40208240,39006,1031
Monrovia,2005,41626121,39147,1063
Monrovia,2004,35640320,38800,919
Monrovia,2003,56020147,38450,1457
Montague,2019,1851114,1420,1304
Montague,2018,1883045,1428,1319
Montague,2017,1767343,1441,1226
Montague,2016,1348404,1456,926
Montague,2015,3942121,1438,2741
Montague,2014,6284982,1440,4365
Montague,2013,1504410,1428,1054
Montague,2012,1762552,1424,1238
Montague,2011,1926947,1446,1333
Montague,2010,1943384,1488,1306
Montague,2009,1495776,1494,1001
Montague,2008,1596346,1496,1067
Montague,2007,2225326,1514,1470
Montague,2006,2027764,1523,1331
Montague,2005,1277021,1506,848
Montague,2004,1615153,1467,1101
Montague,2003,2210541,1448,1527
Montclair,2019,53597416,39563,1355
Montclair,2018,45711655,39326,1162
Montclair,2017,43644147,39122,1116
Montclair,2016,44502648,38686,1150
Montclair,2015,84494654,38458,2197
Montclair,2014,34562098,37374,925
Montclair,2013,38590626,37311,1034
Montclair,2012,36782914,37163,990
Montclair,2011,34804173,37031,940
Montclair,2010,39656155,37535,1057
Montclair,2009,40205520,36964,1088
Montclair,2008,34579000,37017,934
Montclair,2007,38965565,36622,1064
Montclair,2006,68677312,35648,1927
Montclair,2005,31583014,35530,889
Montclair,2004,29300667,34729,844
Montclair,2003,29446669,34306,858
Monte Sereno,2019,3758600,3787,993
Monte Sereno,2018,3510862,3630,967
Monte Sereno,2017,3177329,3501,908
Monte Sereno,2016,3115782,3475,897
Monte Sereno,2015,2826382,3451,819
Monte Sereno,2014,3130132,3450,907
Monte Sereno,2013,2536991,3420,742
Monte Sereno,2012,2398104,3373,711
Monte Sereno,2011,2527948,3364,751
Monte Sereno,2010,2604662,3666,710
Monte Sereno,2009,2679619,3619,740
Monte Sereno,2008,3072897,3579,859
Monte Sereno,2007,2652541,3565,744
Monte Sereno,2006,2319136,3512,660
Monte Sereno,2005,1926533,3505,550
Monte Sereno,2004,1820539,3501,520
Monte Sereno,2003,1694050,3503,484
Montebello,2019,128233072,64247,1996
Montebello,2018,112570187,64327,1750
Montebello,2017,107430576,63917,1681
Montebello,2016,103081100,63924,1613
Montebello,2015,114347512,64104,1784
Montebello,2014,94581374,63527,1489
Montebello,2013,95869914,63184,1517
Montebello,2012,86936620,62857,1383
Montebello,2011,101408072,62792,1615
Montebello,2010,99753160,65781,1516
Montebello,2009,95221794,65667,1450
Montebello,2008,92671006,65668,1411
Montebello,2007,87397265,65686,1331
Montebello,2006,83398370,65423,1275
Montebello,2005,76127455,65672,1159
Montebello,2004,68483519,65225,1050
Montebello,2003,61408571,64695,949
Monterey,2019,163337090,28448,5742
Monterey,2018,153046742,28323,5404
Monterey,2017,147594294,28828,5120
Monterey,2016,133966454,28610,4683
Monterey,2015,108946258,28163,3868
Monterey,2014,101807363,28381,3587
Monterey,2013,94029517,28252,3328
Monterey,2012,93106657,28460,3271
Monterey,2011,87909495,29440,2986
Monterey,2010,83905702,29455,2849
Monterey,2009,86962062,29244,2974
Monterey,2008,88143950,29322,3006
Monterey,2007,82697872,30121,2746
Monterey,2006,77524138,30161,2570
Monterey,2005,70319200,30641,2295
Monterey,2004,65618590,30241,2170
Monterey,2003,65581815,30329,2162
Monterey Park,2019,103190956,61828,1669
Monterey Park,2018,92972686,62240,1494
Monterey Park,2017,88872036,61606,1443
Monterey Park,2016,86106800,61346,1404
Monterey Park,2015,87533395,62063,1410
Monterey Park,2014,68406198,61777,1107
Monterey Park,2013,77427026,61445,1260
Monterey Park,2012,67609618,61153,1106
Monterey Park,2011,65868054,60435,1090
Monterey Park,2010,63485287,65027,976
Monterey Park,2009,68186831,64874,1051
Monterey Park,2008,69388495,64434,1077
Monterey Park,2007,69523960,64508,1078
Monterey Park,2006,60441734,64387,939
Monterey Park,2005,67242739,64614,1041
Monterey Park,2004,75656514,63928,1183
Monterey Park,2003,57334440,63406,904
Moorpark,2019,33852101,37020,914
Moorpark,2018,33309644,37044,899
Moorpark,2017,34154618,36828,927
Moorpark,2016,37619588,36715,1025
Moorpark,2015,42630161,35727,1193
Moorpark,2014,34998771,35172,995
Moorpark,2013,25798817,34904,739
Moorpark,2012,24908774,34826,715
Moorpark,2011,24818023,34710,715
Moorpark,2010,23111537,37576,615
Moorpark,2009,28162903,37086,759
Moorpark,2008,31623606,36814,859
Moorpark,2007,30318784,36150,839
Moorpark,2006,40620938,35801,1135
Moorpark,2005,25164249,35908,701
Moorpark,2004,24632419,34887,706
Moorpark,2003,23020953,34529,667
Moraga,2019,15271115,16939,902
Moraga,2018,16765034,16991,987
Moraga,2017,12713957,16676,762
Moraga,2016,13762775,16513,833
Moraga,2015,10715259,16466,651
Moraga,2014,18156114,16348,1111
Moraga,2013,7840821,16238,483
Moraga,2012,8080068,16152,500
Moraga,2011,7284831,16076,453
Moraga,2010,10377479,16332,635
Moraga,2009,8067650,16204,498
Moraga,2008,11439738,16138,709
Moraga,2007,7647721,16165,473
Moraga,2006,6666135,16338,408
Moraga,2005,5782924,16435,352
Moraga,2004,5788372,16442,352
Moraga,2003,6132008,16513,371
Moreno Valley,2019,211345835,208297,1015
Moreno Valley,2018,195856341,207629,943
Moreno Valley,2017,162109763,206750,784
Moreno Valley,2016,173820761,205383,846
Moreno Valley,2015,190033875,200670,947
Moreno Valley,2014,169622463,199258,851
Moreno Valley,2013,140109255,198129,707
Moreno Valley,2012,111831295,196495,569
Moreno Valley,2011,115024060,195216,589
Moreno Valley,2010,146598186,188537,778
Moreno Valley,2009,149178621,186301,801
Moreno Valley,2008,170250355,183860,926
Moreno Valley,2007,144103236,180466,799
Moreno Valley,2006,113446132,174565,650
Moreno Valley,2005,106636576,165328,645
Moreno Valley,2004,86932409,155105,560
Moreno Valley,2003,83755826,150203,558
Morgan Hill,2019,110550245,45742,2417
Morgan Hill,2018,98311510,44513,2209
Morgan Hill,2017,88439683,44145,2003
Morgan Hill,2016,92720766,43645,2124
Morgan Hill,2015,81595586,41779,1953
Morgan Hill,2014,73058518,41197,1773
Morgan Hill,2013,73750274,40079,1840
Morgan Hill,2012,56304100,39127,1439
Morgan Hill,2011,47971760,38309,1252
Morgan Hill,2010,47513050,40246,1181
Morgan Hill,2009,51988524,39814,1306
Morgan Hill,2008,61064613,39218,1557
Morgan Hill,2007,67173041,38418,1748
Morgan Hill,2006,50729862,37091,1368
Morgan Hill,2005,62734560,36423,1722
Morgan Hill,2004,48177209,35489,1358
Morgan Hill,2003,36342726,34918,1041
Morro Bay,2019,34303840,10439,3286
Morro Bay,2018,33025593,10503,3144
Morro Bay,2017,32080988,10762,2981
Morro Bay,2016,27628717,10722,2577
Morro Bay,2015,25809075,10284,2510
Morro Bay,2014,23986501,10276,2334
Morro Bay,2013,25397895,10317,2462
Morro Bay,2012,23242184,10274,2262
Morro Bay,2011,22377048,10329,2166
Morro Bay,2010,20810452,10608,1962
Morro Bay,2009,22120796,10555,2096
Morro Bay,2008,24509626,10548,2324
Morro Bay,2007,19692005,10436,1887
Morro Bay,2006,19250745,10491,1835
Morro Bay,2005,17542581,10511,1669
Morro Bay,2004,17467453,10522,1660
Morro Bay,2003,17766293,10519,1689
Mountain View,2019,407506157,81992,4970
Mountain View,2018,374877705,3385,110747
Mountain View,2017,293917704,79278,3707
Mountain View,2016,247667000,3367,73557
Mountain View,2015,223236000,77914,2865
Mountain View,2014,209278137,76781,2726
Mountain View,2013,193117780,76260,2532
Mountain View,2012,180902676,75275,2403
Mountain View,2011,162285614,74723,2172
Mountain View,2010,163494125,75787,2157
Mountain View,2009,165308552,74762,2211
Mountain View,2008,175514445,73932,2374
Mountain View,2007,156866835,73262,2141
Mountain View,2006,156915714,71995,2180
Mountain View,2005,149284097,72033,2072
Mountain View,2004,140490920,71616,1962
Mountain View,2003,131435450,72006,1825
Mt. Shasta,2019,8047447,3283,2451
Mt. Shasta,2018,8163874,81527,100
Mt. Shasta,2017,8809001,3355,2626
Mt. Shasta,2016,10734282,77925,138
Mt. Shasta,2015,9177951,3394,2704
Mt. Shasta,2014,6278911,3392,1851
Mt. Shasta,2013,5973570,3360,1778
Mt. Shasta,2012,5476379,3354,1633
Mt. Shasta,2011,5121419,3402,1505
Mt. Shasta,2010,4932785,3595,1372
Mt. Shasta,2009,6807454,3608,1887
Mt. Shasta,2008,5979614,3602,1660
Mt. Shasta,2007,6089458,3642,1672
Mt. Shasta,2006,5203310,3698,1407
Mt. Shasta,2005,4931597,3706,1331
Mt. Shasta,2004,4489700,3652,1229
Mt. Shasta,2003,6329481,3629,1744
Murrieta,2019,110754720,118125,938
Murrieta,2018,98777639,113541,870
Murrieta,2017,60810138,114914,529
Murrieta,2016,58338674,113795,513
Murrieta,2015,53264523,107279,497
Murrieta,2014,54602441,106425,513
Murrieta,2013,51133614,105832,483
Murrieta,2012,57755246,104985,550
Murrieta,2011,60842460,104459,582
Murrieta,2010,51503414,101487,507
Murrieta,2009,53625518,100714,532
Murrieta,2008,63863051,100173,638
Murrieta,2007,66579745,97257,685
Murrieta,2006,66877345,92933,720
Murrieta,2005,69264055,85102,814
Murrieta,2004,57256887,77661,737
Murrieta,2003,47774685,69907,683
Napa,2019,215074248,79490,2706
Napa,2018,217100587,80403,2700
Napa,2017,177449858,80628,2201
Napa,2016,217089340,80576,2694
Napa,2015,186026480,78971,2356
Napa,2014,153597136,78358,1960
Napa,2013,141112499,77881,1812
Napa,2012,141589879,77805,1820
Napa,2011,145121380,77464,1873
Napa,2010,133172219,78791,1690
Napa,2009,125861613,77831,1617
Napa,2008,137034626,77106,1777
Napa,2007,176607858,76997,2294
Napa,2006,113489206,76705,1480
Napa,2005,103417290,76346,1355
Napa,2004,114530859,75919,1509
Napa,2003,98874093,74666,1324
National City,2019,107234564,62307,1721
National City,2018,103614848,62257,1664
National City,2017,97235499,61210,1589
National City,2016,96350090,60768,1586
National City,2015,81027706,59827,1354
National City,2014,76546657,59381,1289
National City,2013,65641847,58838,1116
National City,2012,62024238,58967,1052
National City,2011,50074199,58785,852
